GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,GEM Entity ID,Owners (Non-ENG),Parent Company,GEM Entity ID,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M0514,,India,Dudhichua Coal Mine,,,,https://www.gem.wiki/Dudhichua_coal_mine,,Shelved,Pre-Permit,Expansion,,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.65,*,,,Surface,Open Pit,17.5,240,Exact,,,Subbituminous,Thermal,,,,,320,2022,361,65,TBD,,-,,Singrauli,,Sonbhadra,Uttar Pradesh,Southern Asia,Asia,24.16474,82.67287,Exact,,,,,,,,,,,7.2,0.01,2.9,1.5,0.4,0.1,356
M0515,,India,Dulanga Coal Mine,,,,https://www.gem.wiki/Dulanga_coal_mine,,Operating,,,,NTPC Ltd [100%],E100000001926 [100%],,NTPC Ltd [100.0%],E100000001926 [100.0%],India,5,7,2024,,Surface,Open Pit,6.54,50,Estimate,1013,Estimate,Lignite,Thermal,,,,,152,2018,196,22,2020,,24,2023,Talcher,Darlipali,Sundergarh,Odisha,Southern Asia,Asia,21.95171,83.80756,Exact,Coal Plant,Darlipalli Super Thermal Power Station,https://www.gem.wiki/Darlipalli_Super_Thermal_Power_Station,,,,,,,,8.4,0.01,0.8,1.5,0.5,0.2,356
M0516,,India,Dumri Coal Mine,,,,https://www.gem.wiki/Dumri_coal_mine,,Cancelled,Permitted,New,,Hindalco Industries Ltd [100%],E100000120560 [100%],,Hindalco Industries Ltd [100.0%],E100000120560 [100.0%],India,0.9,*,,,Surface,Open Pit,-,50,Estimate,,,Lignite,Thermal,,,,,41,,46,6,TBD,,44,,North Karanpura,Chatti Bariatu,Hazaribagh,Jharkhand,Southern Asia,Asia,23.90266,85.05256,Approximate,,,,,,,,,,,1.1,0.00,0.8,1.5,0.1,0,356
M0517,,India,Durgapur Coal Mine,,,,https://www.gem.wiki/Durgapur_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.3,2.5,2023,,Surface,Open Pit,16.23,50,Estimate,553,Estimate,Subbituminous,Thermal,,,,,47,,50,19,1980,,-,,Wardha Valley,Chandrapur,Chandrapur,Maharashtra,Southern Asia,Asia,20.0081,79.2989,Approximate,,,,,,,,,,,3,0.00,0.8,1.5,0.2,0.1,356
M0518,,India,Ena Coal Mine,Cluster 7,,,https://www.gem.wiki/Cluster_No._7_(BCCL),,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,3.02,2023,,Surface,Open Pit,2.16,50,Estimate,698,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2020,Dhanbad,,,Jharkhand,Southern Asia,Asia,23.7568,86.4094,Approximate,,,,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M0519,,India,Gare Palma I Opencast Coal Mine,,,,https://www.gem.wiki/Gare_Palma_I_coal_mine,,Proposed,Pre-Permit,New,Stage 1,Gujarat State Electricity Corp Ltd [100%],E100000001914 [100%],,Gujarat Urja Vikas Nigam Ltd [100.0%],E100000000517 [100.0%],India,8,*,,,Surface,Open Pit,57.49,50,Estimate,2775,Exact,Subbituminous,Thermal,,,,,1831,2023,-,5086,TBD,,32,,Mand Raigarh,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,Coal Plant,Wanakbori Thermal Power Station,https://www.gem.wiki/Wanakbori_Thermal_Power_Station,,,,,,,,9.6,0.01,0.8,1.5,0.5,0.2,356
M0520,,India,Gare Palma IV 1 Coal Mine,"Mine 1, Coal Block Auction 2020",,,https://www.gem.wiki/Gare_Palma_IV_1_Coal_Mine,,Operating,,,,Jindal Steel & Power Ltd [100%],E100001000439 [100%],,Jindal Steel & Power Ltd [100.0%],E100001000439 [100.0%],India,*,5.66,2023,,Surface,Open Pit,8.85,119,Exact,1185,Estimate,Lignite,Thermal,,,,,141,,-,25,TBD,,-,,Mand Raigarh,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,,,,,,,,,,,14.1,0.01,1.7,1.5,0.8,0.3,356
M0522,,India,Gare Palma IV 7 Coal Mine,"Mine 7, Coal Block Auction",,,https://www.gem.wiki/Gare_Palma_IV_7_Coal_Mine,,Operating,,,,Sarda Energy & Minerals Ltd [100%],E100001000694 [100%],,Sarda Energy & Minerals Ltd [100.0%],E100001000694 [100.0%],India,1.2,1.44,2023,,Surface,Open Pit,4.2,50,Estimate,554,Estimate,Lignite,Thermal,,,,,142,2023,-,99,2022,,-,,Mand Raigarh,Karwahi,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,,,,,,,,,,,1.7,0.00,0.8,1.5,0.1,0,356
M0523,,India,Gare Palma IV 8 Coal Mine,Mine 8,,,https://www.gem.wiki/Gare_Palma_IV_8_Coal_Mine,,Operating,,,,Ambujia Cements Ltd [100%],E100001000639 [100%],,Ambuja Cements Ltd [100.0%],E100001000639 [100.0%],India,0.9,1,2023,,Underground & Surface,,4.9,75,Exact,495,Estimate,Lignite,Thermal,,,,,12,,-,12,2018,,-,,Mand Raigarh,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.11866,83.53358,Exact,,,,,,,,,,,1.8,0.00,1.1,1.6,0.1,0,356
M0524,,India,Garjanbahal Coal Mine,,,,https://www.gem.wiki/Garjanbahal_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,8,23.13,2023,,Surface,Open Pit,6.54,50,Estimate,1417,Estimate,Subbituminous,Thermal,,,,,187,2023,334,8,,,10,2023,Ib Valley,Basundhara,Sundergarh,Odisha,Southern Asia,Asia,22.03452,83.74266,Exact,,,,,,,,,,,27.8,0.02,0.8,1.5,1.5,0.6,356
M0527,,India,Gevra Coal Mine,,,,https://www.gem.wiki/Gevra_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,10,59.1,2023,,Surface,,40,50,Estimate,2113,Estimate,Subbituminous,Thermal,,,,,318,2022,-,5,1981,,16,2022,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.33631,82.54575,Exact,Coal Plant,Korba Super Thermal Power Station (NTPC),https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC),,,,,,,,70.9,0.05,0.8,1.5,3.9,1.4,356
M0528,,India,Gokul Coal Mine,,,,https://www.gem.wiki/Gokul_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.5,1.81,2023,,Surface,Open Pit,7.56,50,Estimate,528,Estimate,Subbituminous,Thermal,,,,,15,2014,-,8,2017,,-,,Umrer Nand Bander,Piraya,Nagpur,Maharashtra,Southern Asia,Asia,20.66972,79.29639,Exact,,,,,,,,,,,2.2,0.00,0.8,1.5,0.1,0,356
M0529,,India,Gondegaon-Ghatrohana Coal Mine,,,,https://www.gem.wiki/Gondegaon_mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.7,3.53,2023,,Surface,Open Pit,9.2,50,Estimate,479,Estimate,Subbituminous,Thermal,,,,,29,,-,8,,,-,,Nagpur,,,Maharashtra,Southern Asia,Asia,21.2663,79.19242,Exact,,,,,,,,,,,4.2,0.00,0.8,1.5,0.2,0.1,356
M0530,,India,Gondulpara Coal Mine,,,,https://www.gem.wiki/Gondulpara_coal_mine,,Proposed,Pre-Permit,New,,Adani Enterprises Ltd [100%],E100001000761 [100%],,Adani Enterprises Ltd [100.0%],E100001000761 [100.0%],India,3,*,,,Surface,Open Pit,4.1,50,Estimate,,,Lignite,Thermal,,,,,117,,-,975,TBD,,-,,North Karanpura,Phulang,Hazaribagh,Jharkhand,Southern Asia,Asia,23.83867,85.3056,Exact,,,,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M0531,,India,Gourangdih ABC Coal Mine,,,,https://www.gem.wiki/Gourangdih_ABC_Coal_Mine,,Proposed,Permitted,New,,West Bengal Mineral Development and Trading Corp [100%],E100000132349 [100%],,West Bengal Mineral Development and Trading Corporation Ltd [100.0%],E100000132349 [100.0%],India,2,*,,,Surface,Open Pit,-,50,Estimate,494,Exact,Lignite,Thermal,,,,,24,,-,8,TBD,,27,,Raniganj,Bhuiapara,Paschim Bardhman,West Bengal,Southern Asia,Asia,23.81533,86.99481,Exact,,,,,,,,,,,2.4,0.00,0.8,1.5,0.1,0,356
M0532,,India,Gouthamkhani Coal Mine,GK OC,,,https://www.gem.wiki/Gouthamkhani_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,3,0.127,2023,,Surface,Open Pit,9.02,254,Exact,301,Estimate,Subbituminous,Thermal,,,,,0,2023,76,0,1993,,-,,Bhadradri Kothagudem,,,Telangana,Southern Asia,Asia,17.2615,80.3738,Exact,,,,,,,,,,,0.6,0.00,3,1.5,0,0,356
M0533,,India,Hingula-II Coal Mine,Hingula Open Cast Project,,,https://www.gem.wiki/Hingula_II_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,7.5,12.54,2023,,Surface,Open Pit,15.75,40,Exact,1525,Estimate,Lignite,Thermal,,,,,491,2022,-,39,2007,,35,,Talcher,,Angul,Odisha,Southern Asia,Asia,20.96605,85.01637,Exact,,,,,,,,,,,11.3,0.01,0.6,1.5,0.6,0.2,356
M0534,,India,Indaram Coal Mine Project,,,,https://www.gem.wiki/Indaram_coal_mine,,Operating,,New,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.2,1.22,2023,,Surface,Open Pit,8.47,103,Exact,376,Estimate,Lignite,Thermal,,,,,25,2023,32,20,2020,,27,,Godavari,Indaram,Mancherial,Telangana,Southern Asia,Asia,18.775,79.46667,Exact,,,,,,,,,,,2.7,0.00,1.5,1.5,0.1,0.1,356
M0535,,India,"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",,,,https://www.gem.wiki/Integrated_Belpahar-Lakhanpur-Lilari_Project,,Proposed,Permitted,New,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,10,*,,,Surface,Open Pit,44,50,Estimate,,,Lignite,Thermal,,,,,1262,,-,935,TBD,,41,,Ib Valley,Lakhanpur,Jharsuguda,Odisha,Southern Asia,Asia,21.771,83.8544,Approximate,,,,,,,,,,,12,0.01,0.8,1.5,0.7,0.2,356
M0536,,India,Itapara Coal Mine,Cluster 4 (ECL),,,https://www.gem.wiki/Itapara_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.7,0.2,2023,,Surface,Open Pit,8.56,50,Estimate,370,Estimate,Lignite,Thermal,,,,,-,,-,-,2018,,26,2023,Raniganj,Asansol,Burdwan,West Bengal,Southern Asia,Asia,23.7879,86.9786,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M0537,,India,Jagannath Coal Mine,,,,https://www.gem.wiki/Jagannath_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,5,7.4,2023,,Surface,Open Pit,5.54,50,Estimate,862,Estimate,Lignite,Thermal,,,,,26,2023,87,4,1970,,7,2022,Talcher,,Angul,Odisha,Southern Asia,Asia,20.94986,85.14767,Exact,,,,,,,,,,,8.9,0.01,0.8,1.5,0.5,0.2,356
M0539,,India,Jamkhani Coal Mine,Jamkani,,,https://www.gem.wiki/Jamkhani_mine,,Operating,,,,Vedanta Ltd [100%],E100001000479 [100%],,Vedanta Ltd [100.0%],E100001000479 [100.0%],India,2,2.11,2024,,Surface,Open Pit,10,60,Estimate,854,Estimate,Bituminous,Met,,,,,114,,-,54,2023,,-,,Ib Valley,,,Odisha,Southern Asia,Asia,22.10554,83.59289,Approximate,,Jharsuguda coal power plant,https://www.gem.wiki/Jharsuguda_CPP_power_station,,,,,,,,11.1,0.01,3.5,1.5,0.6,0.2,356
M0540,,India,Jampali Coal Mine,,,,https://www.gem.wiki/Jampali_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.5,1.37,2023,,Surface,Open Pit,6.58,50,Estimate,441,Estimate,Subbituminous,Thermal,,,,,31,2014,51,23,,,17,2014,Mand-Raigarh,Raigarh,Raigarh,Chhattisgarh,Southern Asia,Asia,22.27139,83.2811,Exact,,,,,,,,,,,1.6,0.00,0.8,1.5,0.1,0,356
M0541,,India,Jawaharkhani 5 Coal Mine,Jawahar Khani-5 Open Cast,,,https://www.gem.wiki/Jawahar_Khani-5_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.9,1.37,2023,,Surface,Open Pit,4.9,120,Exact,487,Estimate,Subbituminous,Thermal,,,,,0,2023,26,0,2012,,-,,Bhadradri Kothagudem,,,Telangana,Southern Asia,Asia,17.5783,80.3225,Exact,,,,,,,,,,,3.5,0.00,1.7,1.5,0.2,0.1,356
M0542,,India,Jayant Coal Mine,,,,https://www.gem.wiki/Jayant_coal_mine,,Proposed,Permitted,Expansion,,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,4,*,,,Surface,Open Pit,,80,Exact,1714,Estimate,Subbituminous,Thermal,,,,,283,,305,590,TBD,,-,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.1583,82.6546,Exact,,,,,,,,,,,7.2,0.01,1.2,1.5,0.4,0.1,356
M0542,,India,Jayant Coal Mine,,,,https://www.gem.wiki/Jayant_coal_mine,,Operating,,,,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,9,22.03,2024,,Surface,Open Pit,31.77,50,Estimate,1735,Estimate,Subbituminous,Thermal,,,,,199,,-,9,1975,,-,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.1583,82.6546,Exact,,,,,,,,,,,26.4,0.02,0.8,1.5,1.5,0.5,356
M0543,,India,Jhanjra Coal Mine,"Jhanjhra, Cluster 12",,,https://www.gem.wiki/Jhanjra_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,4,2.68,2023,,Underground,Longwall,15.2,300,Estimate,1335,Estimate,Subbituminous,Thermal,,,,,28,,-,10,2016,,-,,Paschim Bardhaman,,,West Bengal,Southern Asia,Asia,23.66532,87.31315,Exact,,,,,,,,,,,14.2,0.01,3.3,1.6,0.8,0.3,356
M0545,,India,Jhingurda Coal Mine,Jhingurdah Coal Mine,,,https://www.gem.wiki/Jhingurda_coal_mine,,Operating,,,,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.4,3.34,2023,,Surface,Open Pit,12,50,Estimate,515,Estimate,Subbituminous,Thermal,,,,,8,2018,9,2,1966,,-,,Singrauli,,Singrauli,Madhya Pradesh,Southern Asia,Asia,24.21213,82.69843,Exact,,,,,,,,,,,4,0.00,0.8,1.5,0.2,0.1,356
M0550,,India,Kalyaneswari Coal Mine,"Cluster 17, East of Damagoria",,,https://www.gem.wiki/Cluster_No._17_(BCCL),,Shelved,Pre-Permit,New,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,3,*,,,Surface,Open Pit,7.03,50,Estimate,,,Lignite,Thermal,,,,,12,,52,34,TBD,,39,,Raniganj,,West Burdwan,West Bengal,Southern Asia,Asia,23.76882,86.8438,Approximate,,,,,,,,,,,3.6,0.00,0.8,1.5,0.2,0.1,356
M0551,,India,Kalyani Khani Coal Mine,KK OCP,,,https://www.gem.wiki/Kalyani_Khani_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,1.4,1.77,2023,,Surface,Open Pit,9.45,230,Exact,911,Estimate,Subbituminous,Thermal,,,,,21,2023,45,12,2017,,12,,Mancherial,,,Telangana,Southern Asia,Asia,19.01,79.4651,Exact,,,,,,,,,,,7.4,0.01,2.8,1.5,0.4,0.1,356
M0552,,India,Gopalji Kaniha Coal Mine,Kaniha OCP,,,https://www.gem.wiki/Kaniha_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,7.2,11.66,2023,,Surface,Open Pit,7.18,50,Estimate,1065,Estimate,Subbituminous,Thermal,,,,,71,2022,755,6,2010,,-,,Talcher,,Angul,Odisha,Southern Asia,Asia,21.09584,85.07929,Exact,Coal Plant,Talcher Kaniha power station,https://www.gem.wiki/Talcher_Kaniha_power_station,,,,,,,,14,0.01,0.8,1.5,0.8,0.3,356
M0553,,India,Kapurdi Coal Mine,,,,https://www.gem.wiki/Kapurdi_mine#Mine_Details,,Operating,,,,Barmer Lignite Mining Company Ltd [100%],E100001013129 [100%],,Rajasthan State Mines & Minerals Ltd; Raj WestPower Ltd [49.0%],E100001013130; E100001013131 [49.0%],India,4.9,4.64,2022,,Surface,Open Pit,-,50,Estimate,728,Estimate,Lignite,Thermal,,,,,129,,-,28,2011,,-,,Barmer,,,Rajasthan,Southern Asia,Asia,25.9423,71.34425,Exact,,,,,,,,,,,5.6,0.00,0.8,1.5,0.3,0.1,356
M0555,,India,Karo Coal Mine,KARO – I OCP ,,,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.7,1.31,2023,,Surface,Open Pit,5.4,60,Estimate,571,Estimate,Bituminous,Thermal,,,,,82,2022,-,63,2014,,-,,East Bokaro,,Bokaro,Jharkhand,Southern Asia,Asia,23.79165,85.97324,Exact,,,,,,,,,,,6.9,0.01,3.5,1.5,0.4,0.1,356
M0555,,India,Karo Coal Mine,KARO – I OCP ,,,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,,Proposed,Construction,Expansion,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,5,*,,,Surface,Open Pit,,60,Estimate,,,Bituminous,Thermal,,,,,105,2022,-,,2026,,-,,East Bokaro,,Bokaro,Jharkhand,Southern Asia,Asia,23.79165,85.97324,Exact,,,,,,,,,,,26.3,0.02,3.5,1.5,1.5,0.5,356
M0556,,India,Khadia Coal Mine,,,,https://www.gem.wiki/Khadia_coal_mine,,Proposed,Pre-Permit,Expansion,Stage 3,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,4,*,,,Surface,Open Pit,0.579,50,Estimate,,,Subbituminous,Thermal,,,,,246,,-,,TBD,,17,,Singrauli,Dudhi / Waidhan,Sonbhadra / Singrauli,Uttar Pradesh,Southern Asia,Asia,24.1318,82.7144,Exact,,,,,,,,,,,4.8,0.00,0.8,1.5,0.3,0.1,356
M0556,,India,Khadia Coal Mine,,,,https://www.gem.wiki/Khadia_coal_mine,,Operating,,,Stage 1,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,7.8,15,2023,,Surface,Open Pit,16.4,40,Exact,2050,Exact,Subbituminous,Thermal,,,,,153,,336,10,1984,,23,,Singrauli,Dudhi / Singrauli,Sonbhadra / Singrauli,Uttar Pradesh,Southern Asia,Asia,24.1318,82.7144,Exact,Coal Plant,Anpara thermal power station,https://www.gem.wiki/Anpara_thermal_power_station,,,,,,,,13.5,0.01,0.6,1.5,0.7,0.3,356
M0557,,India,Khairagura Coal Mine,,,,https://www.gem.wiki/Khairagura_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,3,3.75,2023,,Surface,Open Pit,12.1,185,Exact,785,Estimate,Subbituminous,Thermal,,,,,24,2023,74,6,2005,,-,,Godavari,Khairagura,Adilabad,Telangana,Southern Asia,Asia,19.25556,79.26667,Exact,,,,,,,,,,,13.3,0.01,2.4,1.5,0.7,0.3,356
M0559,,India,Kuya Coal Mine,Cluster 8,,,https://www.gem.wiki/Kuya_Coal_Mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,2.84,2023,,Underground & Surface,,3.4,60,Estimate,696,Estimate,Subbituminous,Thermal,,,,,72,,-,25,,,-,,Dhanbad,,,Jharkhand,Southern Asia,Asia,23.7363,86.4498,Exact,,,,,,,,,,,3.4,0.00,0.8,1.5,0.2,0.1,356
M0560,,India,Konar Coal Mine,Bokaro & Kargali Area,,,https://www.gem.wiki/Konar_Coal_Mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,5,5.35,2023,,Surface,Open Pit,4.71,60,Estimate,930,Estimate,Bituminous,Thermal & Met,50%,50%,Estimated,,82,2022,-,15,2017,,-,,East Bokaro,,Bokaro,Jharkhand,Southern Asia,Asia,24.15531,86.30318,Exact,,,,,,,,,,,28.1,0.02,3.5,1.5,1.6,0.6,356
M0560,,India,Konar Coal Mine,Bokaro & Kargali Area,,,https://www.gem.wiki/Konar_Coal_Mine,,Shelved,Permitted,Expansion,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,8,*,,,Surface,,7.2,60,Estimate,965,Estimate,Bituminous,Thermal & Met,,,,,88,2022,-,147,TBD,,-,,East Bokaro,,Bokaro,Jharkhand,Southern Asia,Asia,24.15531,86.30318,Exact,,,,,,,,,,,42,0.03,3.5,1.5,2.3,0.8,356
M0562,,India,Krishnashila Coal Mine,,,,https://www.gem.wiki/Krishnashila_coal_mine,,Operating,,,Stage 1,Northern Coalfields Ltd [100%],E100001000802 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,5,7.5,2023,,Surface,Open Pit,8.51,50,Estimate,634,Exact,Lignite,Thermal,,,,,29,2022,-,4,2007,,-,,Singrauli,,Sonbhadra,Uttar Pradesh,Southern Asia,Asia,24.12435,82.7425,Exact,,,,,,,,,,,9,0.01,0.8,1.5,0.5,0.2,356
M0563,,India,Kulda Coal Mine,,Stage 1,,https://www.gem.wiki/Kulda_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,9,21.05,2023,,Surface,Open Pit,6,50,Estimate,816,Exact,Lignite,Thermal,,,,,52,2022,439,2,2007,,3,2022,Ib Valley,,Sundergarh,Odisha,Southern Asia,Asia,22.03353,83.73485,Exact,,,,,,,,,,,25.3,0.02,0.8,1.5,1.4,0.5,356
M0563,,India,Kulda Coal Mine,Kulda Expansion Opencast Project,,,https://www.gem.wiki/Kulda_coal_mine,,Shelved,Pre-Permit,Expansion,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,4,*,,,Surface,Open Pit,9,50,Estimate,91,Exact,Lignite,Thermal,,,,,-,2022,-,-,TBD,,-,,Ib Valley,,Sundergarh,Odisha,Southern Asia,Asia,22.03353,83.73485,Exact,,,,,,,,,,,4.8,0.00,0.8,1.5,0.3,0.1,356
M0564,,India,Kusmunda Coal Mine,,,,https://www.gem.wiki/Kusmunda_coal_mine,,Proposed,Construction,Expansion,Stage 2,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,7,*,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,TBD,,-,,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.33264,82.66667,Approximate,,,,,,,,,,,8.4,0.01,0.8,1.5,0.5,0.2,356
M0564,,India,Kusmunda Coal Mine,,,,https://www.gem.wiki/Kusmunda_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,10,50.12,2023,,Surface,Open Pit,18.54,50,Estimate,2017,Exact,Lignite,Thermal,,,,,713,,1105,14,1978,,15,,Korba,,Korba,Chhattisgarh,Southern Asia,Asia,22.33264,82.66667,Exact,,,,,,,,,,,60.1,0.04,0.8,1.5,3.3,1.2,356
M0565,,India,Lajkura Coal Mine,Ib Valley Coalfield,,,https://www.gem.wiki/Lajkura_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,3,4.36,2023,,Surface,Open Pit,7.21,50,Estimate,476,Estimate,Subbituminous,Thermal,,,,,32,2022,-,7,1984,,7,2022,Ib Valley,,Sundergarh,Odisha,Southern Asia,Asia,21.81435,83.90126,Exact,,,,,,,,,,,5.2,0.00,0.8,1.5,0.3,0.1,356
M0566,,India,Lakhanpur Coal Mine,,,,https://www.gem.wiki/Lakhanpur_coal_mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,9,21.09,2023,,Surface,Open Pit,22.4,50,Estimate,1020,Estimate,Lignite,Thermal,,,,,118,2023,248,6,1992,,6,,Ib Valley,,Sundergarh,Odisha,Southern Asia,Asia,21.7451,83.8401,Exact,,,,,,,,,,,25.3,0.02,0.8,1.5,1.4,0.5,356
